customer_id,age,state,account_type,monthly_income_bracket,avg_monthly_balance,num_transactions_month,mobile_app_logins,customer_support_calls,preferred_channel,tenure_months,credit_score,churn
3162,18,Kwara,Current,50k-150k,232044.89,17,20,0,USSD,103,601.0,0
3163,28,Kogi,Savings,<50k,202838.63,28,15,1,USSD,21,519.0,0
3164,64,Cross River,Savings,50k-150k,61241.41,20,20,0,USSD,22,497.0,1
3165,27,Rivers,Current,50k-150k,486951.73,21,14,1,USSD,99,456.0,0
3166,64,Niger,Savings,<50k,88493.25,22,9,2,Branch,79,402.0,0
3167,45,Osun,Savings,<50k,337718.74,28,15,1,Branch,18,525.0,0
3168,62,Kano,Savings,150k-300k,27643.25,21,17,1,ATM,56,574.0,0
3169,64,Osun,Savings,300k-600k,67580.35,31,11,2,Mobile App,102,551.0,0
3170,51,Yobe,Current,300k-600k,190601.16,27,24,0,Mobile App,114,523.0,0
3171,30,Edo,Savings,50k-150k,55396.67,31,15,0,Mobile App,52,475.0,0
3172,61,Borno,Savings,>600k,626988.8,18,22,1,Mobile App,68,615.0,0
3173,42,Nasarawa,Savings,<50k,160397.6,18,23,2,USSD,56,441.0,0
3174,40,Ogun,Savings,150k-300k,262946.73,19,18,2,Mobile App,15,630.0,0
3175,53,Bayelsa,Savings,150k-300k,164876.54,18,18,3,Mobile App,60,470.0,0
3176,29,Ekiti,Current,<50k,104431.87,26,24,3,Mobile App,93,492.0,1
3177,64,Ebonyi,Savings,50k-150k,345361.47,23,16,0,Mobile App,30,428.0,1
3178,62,Bayelsa,Savings,300k-600k,4577.99,21,19,1,Mobile App,38,515.0,1
3179,19,Bauchi,Savings,150k-300k,111302.45,24,18,2,Mobile App,67,648.0,0
3180,37,Benue,Savings,<50k,425926.89,23,11,0,USSD,50,606.0,0
3181,33,Kano,Current,50k-150k,17794.27,23,24,0,Branch,102,648.0,1
3182,31,Bayelsa,Current,150k-300k,46500.44,25,15,1,Mobile App,27,607.0,1
3183,19,Nasarawa,Current,>600k,646924.14,21,12,1,ATM,83,461.0,1
3184,66,Cross River,Savings,150k-300k,638677.78,17,17,1,Mobile App,116,530.0,0
3185,33,Katsina,Savings,150k-300k,97080.28,23,15,2,Mobile App,54,490.0,0
3186,21,Nasarawa,Savings,300k-600k,279078.29,33,14,2,Mobile App,113,680.0,0
3187,60,Borno,Current,150k-300k,196594.7,27,11,1,Mobile App,46,452.0,0
3188,30,FCT,Savings,300k-600k,135853.46,21,21,2,Mobile App,118,640.0,0
3189,55,Adamawa,Current,50k-150k,336329.86,23,23,2,USSD,1,640.0,0
3190,66,Kogi,Savings,150k-300k,210458.88,21,14,3,Branch,63,725.0,0
3191,18,Zamfara,Savings,150k-300k,19095.03,21,12,0,Mobile App,15,523.0,1
3192,26,Anambra,Current,50k-150k,366040.8,33,15,1,Branch,81,624.0,0
3193,38,Abia,Savings,50k-150k,64161.43,22,11,2,Mobile App,14,765.0,0
3194,35,Sokoto,Savings,300k-600k,200456.71,15,17,1,USSD,29,504.0,0
3195,60,Lagos,Savings,50k-150k,298727.06,15,19,0,USSD,111,422.0,1
3196,49,Bauchi,Current,<50k,455860.2,9,16,2,Mobile App,21,391.0,1
3197,63,Yobe,Savings,150k-300k,518730.51,21,21,1,Mobile App,65,624.0,0
3198,51,Niger,Current,50k-150k,520198.68,23,16,1,Mobile App,114,391.0,1
3199,37,Niger,Business,50k-150k,214107.71,25,15,0,USSD,62,526.0,0
3200,60,Bauchi,Savings,300k-600k,195728.25,24,15,1,Mobile App,44,599.0,0
3201,19,Kaduna,Savings,50k-150k,2973.61,20,17,1,Mobile App,10,577.0,0
3202,21,Nasarawa,Current,<50k,17667.58,21,20,1,Mobile App,117,598.0,0
3203,62,Kebbi,Savings,<50k,99708.68,30,14,0,ATM,77,580.0,0
3204,55,Lagos,Savings,300k-600k,314863.47,29,21,1,USSD,33,675.0,0
3205,24,Ondo,Savings,50k-150k,179329.06,18,19,3,Mobile App,114,474.0,0
3206,39,Anambra,Savings,<50k,53640.25,28,17,0,Mobile App,20,499.0,1
3207,37,Borno,Current,50k-150k,26223.3,24,15,1,Branch,78,490.0,1
3208,52,Sokoto,Current,50k-150k,126299.16,22,19,0,Mobile App,59,635.0,0
3209,21,Akwa Ibom,Savings,>600k,488239.83,26,10,0,Branch,71,641.0,0
3210,37,Katsina,Current,300k-600k,10919.13,21,14,1,Mobile App,32,601.0,1
3211,52,Yobe,Current,50k-150k,124218.76,25,17,2,Mobile App,58,667.0,0
3212,50,Benue,Savings,150k-300k,12169.71,35,18,0,USSD,59,454.0,0
3213,68,Ogun,Savings,50k-150k,57558.3,24,19,2,Mobile App,36,710.0,0
3214,38,Bauchi,Current,50k-150k,614966.58,29,22,3,Branch,10,697.0,0
3215,62,FCT,Savings,50k-150k,22114.03,24,14,0,Mobile App,69,626.0,0
3216,31,Abia,Savings,150k-300k,10436.53,23,17,0,Mobile App,67,720.0,0
3217,48,Kogi,Savings,50k-150k,18240.62,26,17,0,ATM,102,411.0,1
3218,39,Benue,Savings,150k-300k,235327.54,25,26,0,Mobile App,114,513.0,0
3219,65,Borno,Current,<50k,2445.33,25,21,1,Mobile App,116,494.0,0
3220,47,Oyo,Savings,50k-150k,100061.69,19,20,2,Mobile App,55,625.0,0
3221,46,Ondo,Savings,300k-600k,612986.4,22,17,0,USSD,104,465.0,0
3222,53,Niger,Savings,<50k,14271.33,29,13,1,Mobile App,1,628.0,0
3223,66,Taraba,Current,150k-300k,537850.76,25,19,1,Mobile App,83,683.0,0
3224,59,Rivers,Savings,150k-300k,25009.99,26,17,0,Mobile App,89,623.0,1
3225,46,Kogi,Current,50k-150k,27344.1,29,17,1,USSD,89,586.0,1
3226,24,Katsina,Savings,300k-600k,185687.64,25,16,1,Mobile App,69,471.0,0
3227,49,Enugu,Savings,150k-300k,55926.51,25,22,3,Branch,45,484.0,1
3228,30,Kwara,Savings,150k-300k,611.15,25,14,0,Mobile App,13,672.0,0
3229,30,Akwa Ibom,Current,<50k,276841.24,21,16,0,Branch,119,630.0,0
3230,31,Kano,Savings,150k-300k,92678.03,27,15,1,Mobile App,109,556.0,0
3231,23,Enugu,Current,300k-600k,477465.48,23,18,1,Branch,82,522.0,0
3232,33,FCT,Savings,150k-300k,65170.45,27,14,0,ATM,80,378.0,0
3233,58,Yobe,Business,50k-150k,221313.76,20,18,0,Branch,68,464.0,1
3234,69,Abia,Savings,150k-300k,79016.88,16,21,2,Mobile App,15,732.0,0
3235,65,Kano,Savings,>600k,32112.65,14,16,2,Mobile App,55,445.0,0
3236,38,Gombe,Savings,<50k,736472.61,31,15,4,Branch,10,577.0,0
3237,61,Nasarawa,Savings,150k-300k,177431.89,30,17,0,USSD,61,651.0,0
3238,33,Abia,Current,150k-300k,366174.26,24,19,2,ATM,80,447.0,0
3239,22,Plateau,Savings,150k-300k,57585.5,25,14,0,USSD,16,577.0,0
3240,41,FCT,Current,50k-150k,99913.65,23,18,0,USSD,18,644.0,0
3241,60,Kogi,Savings,300k-600k,129592.12,16,15,1,USSD,111,561.0,0
3242,18,Katsina,Current,300k-600k,198653.26,29,23,2,ATM,46,818.0,0
3243,27,Bauchi,Current,150k-300k,100461.9,21,33,0,ATM,35,410.0,0
3244,60,Gombe,Business,50k-150k,56840.78,25,16,0,Mobile App,106,655.0,0
3245,64,Adamawa,Savings,50k-150k,42114.41,27,14,0,USSD,94,544.0,0
3246,52,Edo,Current,50k-150k,182892.9,30,24,1,Mobile App,71,629.0,0
3247,48,Benue,Savings,150k-300k,56912.29,32,19,0,Mobile App,24,600.0,0
3248,32,Adamawa,Savings,150k-300k,101037.49,26,21,3,Mobile App,104,494.0,0
3249,28,Borno,Current,<50k,7058.94,24,21,1,USSD,119,581.0,0
3250,26,Cross River,Savings,<50k,59261.12,30,19,0,Branch,7,393.0,0
3251,19,Ogun,Current,<50k,131942.82,21,15,2,Mobile App,76,614.0,0
3252,61,Ondo,Business,150k-300k,317975.03,31,20,0,ATM,99,587.0,0
3253,69,FCT,Current,50k-150k,93377.6,32,23,2,Mobile App,38,617.0,0
3254,47,Gombe,Savings,<50k,69956.93,17,20,1,Mobile App,67,655.0,0
3255,33,Kano,Current,50k-150k,145165.9,16,12,0,Mobile App,97,593.0,0
3256,65,Oyo,Savings,300k-600k,10208.49,18,20,2,USSD,67,573.0,0
3257,18,Ekiti,Savings,<50k,87360.96,12,10,0,Mobile App,43,481.0,0
3258,65,Bayelsa,Current,150k-300k,29069.35,38,15,3,Mobile App,91,496.0,0
3259,23,Oyo,Current,50k-150k,58478.55,30,19,4,Mobile App,42,667.0,0
3260,63,Abia,Business,50k-150k,99075.1,22,10,2,USSD,74,689.0,0
3261,28,Nasarawa,Savings,50k-150k,11957.21,25,21,0,USSD,43,539.0,0
3262,50,Yobe,Business,50k-150k,319145.15,30,20,3,ATM,70,564.0,0
3263,69,Niger,Current,<50k,64242.52,16,15,0,Mobile App,78,479.0,0
3264,34,Ekiti,Savings,50k-150k,53010.04,27,14,0,Mobile App,26,666.0,0
3265,68,Kano,Savings,50k-150k,84182.17,27,22,3,USSD,19,620.0,0
3266,51,Delta,Savings,<50k,91724.49,20,18,0,ATM,52,735.0,0
3267,63,Benue,Savings,300k-600k,335000.19,23,23,1,Branch,43,481.0,0
3268,57,Gombe,Savings,150k-300k,67026.59,26,18,0,Mobile App,65,526.0,0
3269,42,Kwara,Current,50k-150k,123439.81,16,10,3,USSD,44,581.0,0
3270,39,Zamfara,Savings,50k-150k,137897.37,28,15,1,ATM,18,618.0,0
3271,43,Plateau,Business,>600k,72946.36,15,18,1,USSD,41,541.0,0
3272,44,Borno,Current,<50k,305869.81,32,13,1,Mobile App,13,481.0,0
3273,55,Oyo,Savings,300k-600k,195626.4,23,15,0,USSD,23,639.0,0
3274,26,Taraba,Savings,150k-300k,255306.38,29,21,2,Mobile App,38,625.0,0
3275,54,Sokoto,Current,50k-150k,11223.67,23,20,0,Branch,11,478.0,1
3276,22,Abia,Current,>600k,342421.97,28,16,2,Mobile App,12,682.0,0
3277,35,Imo,Current,50k-150k,54987.83,32,13,0,Mobile App,116,665.0,0
3278,39,Ebonyi,Savings,50k-150k,19259.58,28,16,2,Mobile App,39,572.0,0
3279,63,Ogun,Current,50k-150k,216377.93,22,13,0,USSD,63,567.0,0
3280,29,Kogi,Current,150k-300k,49176.48,33,17,0,Mobile App,27,610.0,0
3281,61,Kano,Savings,50k-150k,104346.14,34,13,2,Mobile App,55,482.0,0
3282,39,Bayelsa,Savings,<50k,246139.78,32,19,0,ATM,119,563.0,0
3283,23,Katsina,Current,150k-300k,21663.73,29,19,2,Mobile App,22,366.0,1
3284,53,Akwa Ibom,Savings,<50k,27332.24,25,18,1,USSD,14,639.0,0
3285,44,Abia,Business,<50k,218664.92,21,23,0,USSD,110,419.0,1
3286,64,Kwara,Current,<50k,119429.23,26,13,0,Branch,70,695.0,0
3287,32,Akwa Ibom,Current,300k-600k,50001.61,30,15,3,USSD,53,530.0,0
3288,34,Taraba,Current,300k-600k,145047.06,23,10,4,ATM,94,541.0,1
3289,20,Jigawa,Savings,150k-300k,192794.73,24,27,1,Mobile App,5,504.0,0
3290,27,Ogun,Current,50k-150k,103861.97,28,18,4,ATM,53,534.0,0
3291,42,Kwara,Savings,50k-150k,37974.14,22,16,6,Mobile App,118,688.0,0
3292,38,Ebonyi,Savings,<50k,208550.39,27,15,2,ATM,51,336.0,0
3293,57,Gombe,Current,300k-600k,25841.18,31,20,0,USSD,86,675.0,1
3294,26,Niger,Savings,150k-300k,211994.87,24,17,1,Branch,90,590.0,0
3295,41,Ebonyi,Savings,<50k,63172.27,23,18,0,USSD,109,451.0,0
3296,49,Benue,Current,50k-150k,279.2,25,16,0,Mobile App,3,463.0,1
3297,20,Borno,Savings,50k-150k,125399.58,30,16,3,Mobile App,109,711.0,0
3298,50,Bauchi,Savings,150k-300k,74205.54,21,19,1,Mobile App,65,475.0,0
3299,60,Jigawa,Savings,300k-600k,52119.38,27,13,1,ATM,48,456.0,0
3300,62,Kwara,Savings,<50k,138027.69,25,19,0,USSD,66,662.0,0
3301,29,Adamawa,Savings,300k-600k,82084.95,19,24,4,ATM,107,590.0,0
3302,46,Ogun,Current,<50k,69917.1,25,16,1,Mobile App,9,476.0,0
3303,38,Kebbi,Savings,<50k,287585.16,28,16,1,Mobile App,75,579.0,0
3304,56,Benue,Savings,<50k,17335.06,19,24,2,Branch,106,468.0,1
3305,51,Niger,Savings,<50k,101455.86,18,31,0,Mobile App,44,659.0,0
3306,50,Oyo,Savings,<50k,56694.68,25,11,1,Mobile App,11,656.0,0
3307,49,Edo,Savings,<50k,67193.52,24,26,3,ATM,117,608.0,0
3308,37,Ebonyi,Savings,300k-600k,116627.48,23,19,0,Mobile App,89,593.0,0
3309,20,Jigawa,Current,50k-150k,511928.44,24,18,2,Branch,19,719.0,0
3310,21,Delta,Savings,50k-150k,215296.04,22,19,0,Mobile App,79,560.0,0
3311,34,Imo,Savings,50k-150k,42913.67,20,14,0,USSD,21,454.0,0
3312,67,Gombe,Current,>600k,169925.99,25,10,1,Mobile App,113,600.0,0
3313,34,Gombe,Savings,50k-150k,33406.79,15,19,1,Mobile App,6,748.0,0
3314,36,Katsina,Savings,50k-150k,433057.29,33,17,3,Branch,64,469.0,0
3315,21,Anambra,Business,>600k,110278.49,31,24,0,Mobile App,23,527.0,0
3316,46,Rivers,Savings,50k-150k,597846.33,29,20,1,USSD,19,597.0,0
3317,34,Kogi,Savings,50k-150k,217156.72,19,18,0,Mobile App,90,555.0,0
3318,39,Yobe,Current,50k-150k,358601.92,33,18,1,Mobile App,62,472.0,0
3319,19,Enugu,Current,<50k,39516.44,23,21,1,USSD,113,661.0,1
3320,59,Oyo,Current,50k-150k,386101.95,21,16,2,Mobile App,16,769.0,0
3321,29,Plateau,Current,150k-300k,42032.33,21,17,0,USSD,85,578.0,1
3322,62,Delta,Savings,50k-150k,747277.68,27,13,0,USSD,25,479.0,1
3323,28,Bayelsa,Current,300k-600k,65672.39,26,20,0,USSD,110,421.0,0
3324,57,Ogun,Current,50k-150k,230434.51,27,14,0,Mobile App,53,583.0,0
3325,46,Ebonyi,Current,50k-150k,158148.18,19,16,3,USSD,101,659.0,0
3326,37,Zamfara,Current,50k-150k,130236.27,21,13,2,Mobile App,60,603.0,0
3327,22,Delta,Savings,<50k,111944.25,27,19,1,Mobile App,75,560.0,0
3328,42,Imo,Savings,50k-150k,96781.16,29,12,2,ATM,46,507.0,0
3329,51,Lagos,Business,>600k,72256.16,33,17,2,USSD,15,462.0,0
3330,29,Kebbi,Business,50k-150k,181864.96,25,19,0,USSD,29,635.0,0
3331,45,Zamfara,Current,50k-150k,829672.12,29,25,1,Mobile App,93,642.0,0
3332,51,Kwara,Savings,50k-150k,223049.22,22,20,1,Mobile App,46,421.0,1
3333,23,Kebbi,Savings,<50k,282893.38,23,16,2,Mobile App,48,703.0,0
3334,36,Rivers,Savings,150k-300k,212404.7,30,17,2,USSD,32,612.0,0
3335,29,Jigawa,Current,50k-150k,145017.09,26,17,0,Mobile App,7,686.0,0
3336,42,Jigawa,Savings,<50k,339777.37,23,23,0,Branch,17,439.0,0
3337,30,Kebbi,Current,300k-600k,78065.26,27,21,0,Branch,47,437.0,0
3338,34,Anambra,Current,50k-150k,63811.99,26,16,0,Mobile App,17,547.0,0
3339,29,Kwara,Current,50k-150k,96849.69,24,24,0,USSD,43,605.0,0
3340,20,Nasarawa,Business,150k-300k,172909.75,22,14,0,Mobile App,69,722.0,0
3341,41,Rivers,Current,<50k,19.28,25,18,2,Mobile App,111,624.0,1
3342,25,Bayelsa,Current,50k-150k,360545.03,24,19,2,Mobile App,72,538.0,0
3343,65,Enugu,Savings,50k-150k,72243.66,19,19,1,Mobile App,4,468.0,1
3344,53,Imo,Business,150k-300k,183650.54,22,19,0,Mobile App,1,671.0,0
3345,43,Rivers,Savings,50k-150k,10774.99,27,18,1,Branch,55,473.0,0
3346,62,Imo,Savings,300k-600k,112995.31,28,10,0,Mobile App,36,707.0,0
3347,25,Kano,Current,150k-300k,14061.45,33,18,1,Branch,42,534.0,0
3348,49,FCT,Savings,150k-300k,2267.58,23,24,0,Mobile App,104,703.0,0
3349,49,Kebbi,Current,>600k,310477.49,23,14,0,ATM,108,621.0,0
3350,18,Gombe,Savings,300k-600k,103768.7,25,21,0,USSD,83,548.0,0
3351,20,Niger,Current,50k-150k,337186.53,32,24,5,Mobile App,110,513.0,0
3352,18,Oyo,Business,150k-300k,82292.22,27,18,0,Mobile App,48,529.0,0
3353,32,Gombe,Current,300k-600k,208695.42,19,13,0,ATM,17,599.0,0
3354,67,Ekiti,Savings,50k-150k,19806.32,28,26,0,Branch,76,567.0,0
3355,37,Ogun,Savings,150k-300k,42263.09,21,16,0,Mobile App,19,507.0,0
3356,20,Kwara,Business,<50k,127468.35,17,13,1,Mobile App,42,545.0,0
3357,32,Taraba,Current,300k-600k,116149.05,29,18,1,USSD,76,567.0,0
3358,54,Taraba,Savings,150k-300k,43182.47,28,13,4,ATM,87,368.0,1
3359,38,Kwara,Current,300k-600k,409246.25,22,17,2,Mobile App,33,601.0,0
3360,59,Katsina,Savings,150k-300k,66886.33,27,18,2,ATM,9,472.0,1
3361,56,Cross River,Savings,300k-600k,111493.99,31,30,1,Mobile App,106,456.0,0
3362,40,Katsina,Current,<50k,82302.98,19,16,1,Mobile App,11,408.0,0
3363,57,Enugu,Savings,300k-600k,1079131.07,17,22,1,Mobile App,113,399.0,0
3364,52,Niger,Savings,>600k,85128.12,19,16,0,Mobile App,105,438.0,0
3365,35,Ogun,Current,300k-600k,61457.31,25,16,1,ATM,38,496.0,0
3366,34,Taraba,Current,150k-300k,474578.19,20,10,0,Mobile App,4,736.0,0
3367,48,Osun,Current,300k-600k,34247.8,27,23,2,Branch,30,513.0,0
3368,65,Rivers,Savings,<50k,500689.46,22,20,2,Mobile App,55,576.0,0
3369,43,Bauchi,Current,<50k,168106.53,23,16,2,Branch,20,596.0,0
3370,39,Anambra,Current,>600k,50508.68,12,17,1,Mobile App,58,572.0,0
3371,62,Kwara,Current,150k-300k,58068.81,26,14,2,Mobile App,59,553.0,0
3372,53,Kebbi,Savings,<50k,248235.43,27,18,3,Mobile App,4,452.0,1
3373,52,Sokoto,Savings,50k-150k,8032.91,25,22,0,Mobile App,27,691.0,0
3374,28,Lagos,Current,150k-300k,251373.17,27,16,0,USSD,104,723.0,0
3375,44,Imo,Savings,150k-300k,74187.07,34,17,3,Branch,107,409.0,0
3376,51,Rivers,Savings,<50k,330314.41,27,17,1,USSD,108,468.0,0
3377,35,Kano,Savings,50k-150k,26694.96,28,21,1,USSD,58,535.0,0
3378,44,Niger,Savings,300k-600k,57310.03,21,21,2,Branch,97,473.0,0
3379,21,Akwa Ibom,Savings,>600k,115611.78,24,17,1,Mobile App,73,606.0,0
3380,34,Yobe,Current,150k-300k,422738.2,25,13,1,USSD,92,494.0,1
3381,23,Kaduna,Current,150k-300k,66841.7,24,15,0,Mobile App,50,755.0,0
3382,59,Benue,Savings,50k-150k,371307.99,21,21,0,Mobile App,26,667.0,0
3383,28,Rivers,Current,50k-150k,21528.92,26,19,2,Branch,8,579.0,1
3384,22,Lagos,Savings,<50k,38131.14,24,22,1,Mobile App,77,652.0,1
3385,35,Imo,Savings,50k-150k,34384.87,26,16,0,Mobile App,28,660.0,1
3386,42,Lagos,Savings,50k-150k,189857.59,22,19,1,Mobile App,35,509.0,0
3387,27,Anambra,Savings,50k-150k,98423.15,23,28,2,Mobile App,71,487.0,0
3388,58,Rivers,Savings,50k-150k,398227.63,41,13,0,Mobile App,102,567.0,0
3389,33,Taraba,Current,>600k,133045.02,37,18,0,USSD,68,638.0,0
3390,27,Kano,Current,<50k,363983.55,24,18,2,Mobile App,112,573.0,0
3391,27,Enugu,Savings,50k-150k,54975.45,21,16,2,Mobile App,5,418.0,1
3392,53,Ekiti,Savings,50k-150k,535621.41,20,22,1,Mobile App,44,488.0,1
3393,38,Kogi,Savings,50k-150k,201508.78,40,18,2,USSD,14,553.0,0
3394,31,Plateau,Business,150k-300k,140900.07,27,19,0,Mobile App,27,553.0,0
3395,25,Oyo,Savings,50k-150k,187726.2,21,22,2,USSD,99,738.0,0
3396,18,Kwara,Current,150k-300k,498007.69,22,19,1,Mobile App,108,435.0,1
3397,33,Edo,Savings,300k-600k,83876.55,16,18,2,Mobile App,50,606.0,0
3398,43,Enugu,Savings,150k-300k,56427.33,30,24,2,USSD,11,694.0,0
3399,66,Zamfara,Business,<50k,56319.03,29,14,1,USSD,57,764.0,0
3400,59,Borno,Savings,150k-300k,720390.46,25,22,0,USSD,45,524.0,0
3401,23,Lagos,Current,<50k,82345.7,28,18,0,Mobile App,80,604.0,0
3402,56,Akwa Ibom,Current,150k-300k,430640.33,30,15,0,ATM,83,611.0,0
3403,67,Enugu,Current,150k-300k,29573.16,23,15,1,USSD,39,578.0,0
3404,19,Ebonyi,Current,300k-600k,112641.23,22,13,2,Mobile App,108,551.0,0
3405,26,Ondo,Current,50k-150k,193122.12,21,11,0,USSD,65,599.0,0
3406,22,Kwara,Savings,50k-150k,662162.45,23,25,0,Mobile App,108,332.0,0
3407,57,Kaduna,Current,50k-150k,226206.1,23,19,2,Mobile App,17,621.0,0
3408,22,Katsina,Business,50k-150k,392.25,27,15,1,Mobile App,109,571.0,0
3409,64,Sokoto,Savings,300k-600k,285542.44,28,21,1,Mobile App,44,540.0,0
3410,25,Adamawa,Savings,<50k,209853.48,26,11,0,Branch,10,744.0,0
3411,22,FCT,Savings,300k-600k,40951.36,13,14,0,Mobile App,83,499.0,1
3412,22,Niger,Savings,50k-150k,193754.64,28,27,3,Mobile App,14,524.0,0
3413,69,Adamawa,Savings,150k-300k,519751.31,21,9,2,Mobile App,87,739.0,0
3414,34,Akwa Ibom,Savings,50k-150k,905.37,23,16,1,USSD,26,485.0,1
3415,26,Katsina,Current,150k-300k,733031.36,19,29,2,USSD,83,510.0,0
3416,51,Delta,Savings,150k-300k,70256.82,23,20,2,Mobile App,83,547.0,0
3417,50,Kebbi,Current,50k-150k,187046.36,28,21,1,Branch,57,636.0,0
3418,39,Cross River,Current,150k-300k,65028.08,23,24,1,Mobile App,59,579.0,0
3419,38,Adamawa,Savings,150k-300k,262524.2,26,15,1,Mobile App,48,444.0,0
3420,60,Ondo,Savings,150k-300k,145066.49,27,23,1,USSD,3,512.0,0
3421,32,Akwa Ibom,Current,150k-300k,61013.01,20,23,3,Mobile App,67,505.0,0
3422,18,Imo,Business,300k-600k,140001.93,22,19,0,Mobile App,93,553.0,0
3423,24,Anambra,Current,<50k,86660.58,25,25,2,USSD,15,598.0,0
3424,40,Kwara,Current,<50k,57446.58,28,18,1,USSD,109,598.0,0
3425,68,Oyo,Current,>600k,179688.32,22,15,0,Mobile App,119,400.0,1
3426,64,Ekiti,Savings,300k-600k,203358.6,26,22,1,Mobile App,39,656.0,0
3427,23,Bayelsa,Savings,50k-150k,30277.98,27,15,0,Mobile App,107,583.0,0
3428,37,Delta,Savings,<50k,529462.14,26,16,0,Mobile App,55,685.0,0
3429,43,Jigawa,Current,300k-600k,1334.84,22,11,1,Mobile App,97,600.0,1
3430,59,Borno,Savings,150k-300k,64851.21,16,15,3,Mobile App,95,659.0,0
3431,29,Cross River,Current,>600k,84119.97,25,15,1,Branch,67,602.0,0
3432,30,Taraba,Savings,<50k,13750.01,26,15,0,Mobile App,92,681.0,0
3433,64,Jigawa,Savings,<50k,18862.78,24,13,1,USSD,37,607.0,0
3434,68,Kogi,Current,50k-150k,376037.05,24,18,0,Mobile App,34,551.0,0
3435,66,Akwa Ibom,Current,300k-600k,89832.29,22,18,0,Mobile App,13,765.0,0
3436,30,Osun,Savings,>600k,90904.9,24,15,1,USSD,70,640.0,0
3437,19,Ogun,Business,50k-150k,233339.33,23,12,1,Mobile App,113,612.0,0
3438,49,FCT,Savings,<50k,257676.06,20,16,3,Mobile App,58,445.0,0
3439,67,Akwa Ibom,Current,<50k,245870.55,19,20,2,Mobile App,63,444.0,0
3440,48,Kano,Business,300k-600k,126568.9,29,18,0,Mobile App,51,586.0,0
3441,28,Taraba,Savings,50k-150k,245300.23,24,15,1,Mobile App,109,573.0,0
3442,54,Enugu,Current,300k-600k,515266.77,22,21,1,ATM,39,505.0,0
3443,21,Kebbi,Current,50k-150k,28964.63,27,7,2,Mobile App,58,573.0,1
3444,51,Adamawa,Savings,<50k,171055.23,29,20,1,USSD,119,703.0,0
3445,33,Delta,Current,150k-300k,421953.26,21,18,1,USSD,111,623.0,0
3446,48,Jigawa,Current,50k-150k,674543.77,25,17,1,USSD,90,457.0,0
3447,42,Adamawa,Current,50k-150k,18411.67,37,20,0,Mobile App,18,550.0,0
3448,56,Ogun,Current,300k-600k,598447.08,30,19,1,Mobile App,9,488.0,1
3449,25,Abia,Savings,50k-150k,259257.41,25,21,2,USSD,75,525.0,0
3450,25,Zamfara,Savings,150k-300k,257938.12,23,19,0,Mobile App,22,523.0,0
3451,51,Sokoto,Savings,<50k,31933.41,23,19,1,USSD,43,517.0,0
3452,32,Kogi,Current,50k-150k,171523.92,21,17,2,Branch,75,447.0,0
3453,22,Yobe,Business,50k-150k,88811.66,25,13,2,Mobile App,95,549.0,0
3454,36,Taraba,Savings,<50k,176167.09,20,18,0,USSD,57,510.0,0
3455,27,Kaduna,Savings,50k-150k,267421.56,25,28,0,USSD,24,300.0,0
3456,26,Zamfara,Savings,150k-300k,40520.19,17,12,0,Mobile App,41,745.0,0
3457,46,Akwa Ibom,Savings,<50k,33200.4,24,18,1,ATM,46,658.0,1
3458,69,Imo,Savings,<50k,88273.03,29,17,1,USSD,65,526.0,0
3459,57,Ebonyi,Current,50k-150k,205623.81,22,28,0,USSD,22,562.0,0
3460,54,Delta,Savings,300k-600k,224050.31,18,18,1,ATM,79,455.0,0
3461,36,Kebbi,Current,150k-300k,187721.13,13,26,0,Mobile App,45,713.0,0
3462,30,Nasarawa,Current,150k-300k,378724.0,21,8,2,Mobile App,110,731.0,0
3463,63,Yobe,Current,50k-150k,265497.7,26,20,3,Mobile App,21,574.0,0
3464,57,Bayelsa,Savings,<50k,140521.0,24,19,0,Mobile App,2,652.0,0
3465,33,Borno,Current,<50k,131757.03,27,15,0,Mobile App,66,576.0,0
3466,47,Taraba,Savings,50k-150k,319603.98,20,21,3,USSD,26,440.0,0
3467,22,Abia,Business,150k-300k,430779.34,21,17,1,USSD,19,523.0,0
3468,50,Akwa Ibom,Current,50k-150k,378207.34,18,18,1,USSD,36,572.0,0
3469,36,Ogun,Current,50k-150k,137173.14,25,24,1,Mobile App,68,519.0,0
3470,36,Ekiti,Current,50k-150k,173115.75,29,18,1,Mobile App,92,540.0,0
3471,34,Kano,Savings,50k-150k,308648.12,22,15,3,Mobile App,112,552.0,0
3472,41,Kano,Current,150k-300k,173200.88,32,20,1,USSD,52,553.0,0
3473,45,Bayelsa,Business,150k-300k,50943.49,24,19,0,Mobile App,53,565.0,0
3474,59,Enugu,Savings,<50k,435722.31,21,20,2,Mobile App,31,465.0,0
3475,54,Bauchi,Current,300k-600k,135992.36,14,14,0,Mobile App,45,495.0,0
3476,39,Zamfara,Savings,50k-150k,804218.35,21,14,0,USSD,26,444.0,0
3477,56,Cross River,Current,300k-600k,161150.2,24,15,0,USSD,106,648.0,0
3478,33,Kwara,Savings,50k-150k,97857.29,27,12,3,USSD,1,370.0,1
3479,52,Rivers,Savings,50k-150k,47979.6,23,17,2,Mobile App,106,664.0,1
3480,44,Osun,Savings,50k-150k,84595.0,25,20,4,Mobile App,94,685.0,1
3481,29,Ondo,Savings,300k-600k,49849.2,32,18,5,Mobile App,53,533.0,0
3482,63,Ebonyi,Current,<50k,509265.61,26,13,1,Mobile App,26,326.0,1
