customer_id,gender,age,state,city_type,occupation,education_level,marital_status,num_dependents,income_monthly_ngn,avg_balance_ngn,monthly_deposit_ngn,monthly_withdrawal_ngn,monthly_transactions,num_products,has_mobile_app,uses_agent,loan_active,savings_goal_met,recent_complaints,last_login_days_ago,bvn_verified,nin_linked,telecom_provider,churn
CUST100446,Female,23,Kano,Peri-urban,Unemployed,Tertiary,Single,2,38998.0,19355.0,29885.0,10006.0,10,3,1,0,0,0,0,165,1,1,GLO,0
CUST100447,Female,39,Ogun,Urban,Unemployed,Postgraduate,Widowed,4,42457.0,60030.0,1340.0,786.0,8,2,1,1,0,0,0,37,1,1,GLO,0
CUST100448,Male,42,Katsina,Urban,Self-employed,Secondary,Widowed,1,38676.0,37411.0,1067.0,1081.0,5,3,1,0,0,1,0,248,1,1,GLO,0
CUST100449,Male,35,Lagos,Peri-urban,Trader,Tertiary,Widowed,0,121421.0,55810.0,16719.0,10434.0,5,1,1,1,0,1,0,267,1,1,MTN,0
CUST100450,Female,34,Enugu,Peri-urban,Student,Postgraduate,Widowed,3,51853.0,90344.0,50034.0,29572.0,7,3,1,0,0,1,0,307,1,1,9mobile,0
CUST100451,Male,29,Kaduna,Peri-urban,Salaried,No formal,Divorced,6,242743.0,10181.0,33360.0,38283.0,7,1,0,1,1,1,0,104,1,1,Airtel,0
CUST100452,Male,23,Anambra,Urban,Self-employed,Tertiary,Married,3,57139.0,47538.0,505.0,170.0,6,1,1,0,0,0,0,347,1,0,9mobile,0
CUST100453,Female,43,Ogun,Urban,Salaried,Postgraduate,Divorced,3,209095.0,2676.0,5898.0,5842.0,11,1,0,1,0,0,0,23,1,1,MTN,0
CUST100454,Male,44,Benue,Peri-urban,Student,Tertiary,Married,3,84903.0,5386.0,7714.0,5668.0,10,1,1,1,1,0,0,286,1,1,Other,0
CUST100455,Male,25,Benue,Peri-urban,Self-employed,Secondary,Married,4,88759.0,56134.0,16500.0,18975.0,7,1,0,0,1,1,0,81,0,1,GLO,0
CUST100456,Male,36,Kano,Peri-urban,Trader,Primary,Single,2,37861.0,3679.0,26509.0,17340.0,12,2,1,0,0,0,0,254,1,1,Other,0
CUST100457,Male,59,Bayelsa,Rural,Farmer,No formal,Widowed,1,20758.0,45238.0,7318.0,6859.0,7,2,1,0,0,0,0,22,1,0,GLO,0
CUST100458,Male,18,Enugu,Peri-urban,Trader,Secondary,Married,5,65530.0,12424.0,14463.0,5249.0,8,4,1,0,0,0,0,326,1,1,Airtel,0
CUST100459,Male,46,Ogun,Urban,Business Owner,Secondary,Widowed,3,319468.0,18126.0,26308.0,29883.0,9,1,1,0,0,0,0,71,1,1,GLO,0
CUST100460,Male,62,Enugu,Peri-urban,Trader,Postgraduate,Widowed,3,46324.0,6942.0,14508.0,8851.0,5,1,1,1,0,0,0,117,1,1,GLO,0
CUST100461,Female,66,Bayelsa,Rural,Farmer,Tertiary,Widowed,0,40160.0,14295.0,4635.0,3576.0,10,3,1,0,0,1,0,37,0,1,Other,0
CUST100462,Female,52,Lagos,Peri-urban,Business Owner,No formal,Divorced,0,59965.0,86100.0,20298.0,8619.0,9,3,1,0,0,0,0,155,1,1,Other,0
CUST100463,Female,57,Lagos,Peri-urban,Farmer,Secondary,Widowed,2,343733.0,50927.0,11747.0,13521.0,13,2,1,0,0,0,0,346,1,1,Other,1
CUST100464,Female,31,Katsina,Peri-urban,Unemployed,Postgraduate,Married,2,142129.0,149547.0,59895.0,54245.0,6,2,1,0,0,1,0,126,1,1,MTN,0
CUST100465,Male,52,Benue,Urban,Farmer,No formal,Divorced,2,208791.0,2499.0,44833.0,15627.0,7,1,0,0,0,0,0,276,1,1,GLO,0
CUST100466,Male,65,Imo,Urban,Self-employed,Tertiary,Widowed,0,11777.0,78610.0,6332.0,2784.0,6,1,0,0,0,1,0,26,1,1,Other,0
CUST100467,Female,62,Rivers,Urban,Salaried,Secondary,Single,0,33326.0,60045.0,4969.0,3279.0,8,3,1,1,0,0,0,55,1,1,MTN,0
CUST100468,Male,37,Benue,Rural,Unemployed,Secondary,Widowed,2,34383.0,15116.0,12816.0,6345.0,12,2,1,0,0,1,0,124,1,1,Airtel,0
CUST100469,Female,66,Delta,Peri-urban,Unemployed,Secondary,Widowed,0,194605.0,65313.0,15940.0,9152.0,8,1,1,0,0,1,0,361,1,1,Airtel,0
CUST100470,Male,30,FCT Abuja,Urban,Salaried,No formal,Divorced,0,126772.0,63036.0,80655.0,96604.0,14,1,1,0,1,1,0,20,1,1,GLO,0
CUST100471,Female,55,FCT Abuja,Rural,Unemployed,No formal,Married,5,181054.0,30749.0,10770.0,9615.0,4,1,1,0,0,0,0,13,1,1,Other,0
CUST100472,Male,66,Enugu,Urban,Farmer,No formal,Widowed,1,12942.0,58340.0,60654.0,68539.0,5,2,1,0,0,0,0,240,1,0,GLO,0
CUST100473,Female,63,Bayelsa,Urban,Trader,No formal,Divorced,2,190147.0,29402.0,21115.0,14616.0,8,1,0,1,0,0,0,106,0,0,GLO,0
CUST100474,Male,66,Katsina,Peri-urban,Student,Postgraduate,Divorced,1,126708.0,20439.0,65048.0,61097.0,8,2,1,0,0,1,0,69,1,1,GLO,0
CUST100475,Female,25,FCT Abuja,Peri-urban,Farmer,Primary,Married,0,30472.0,31414.0,36315.0,25919.0,11,1,1,0,0,0,0,203,1,0,MTN,0
CUST100476,Male,60,Delta,Urban,Business Owner,Postgraduate,Divorced,0,58631.0,112751.0,36970.0,22012.0,12,1,1,0,1,0,0,27,1,1,GLO,0
CUST100477,Male,37,Kano,Urban,Business Owner,Secondary,Married,0,31320.0,24273.0,21944.0,16837.0,11,1,1,0,0,1,0,220,1,1,Airtel,0
CUST100478,Female,50,FCT Abuja,Urban,Trader,Postgraduate,Single,0,64171.0,25850.0,55035.0,37676.0,6,3,1,0,1,0,0,101,1,1,Other,0
CUST100479,Male,43,Oyo,Urban,Trader,Tertiary,Widowed,2,104890.0,46876.0,8808.0,10415.0,8,1,1,0,0,1,0,66,1,1,9mobile,0
CUST100480,Female,56,Anambra,Urban,Unemployed,No formal,Divorced,4,247718.0,69918.0,71368.0,53280.0,8,1,1,0,0,0,0,123,1,0,9mobile,0
CUST100481,Female,38,Katsina,Urban,Self-employed,Tertiary,Single,0,30055.0,66330.0,30382.0,31294.0,10,1,1,0,1,0,1,288,1,1,9mobile,1
CUST100482,Male,66,Kano,Urban,Self-employed,Tertiary,Divorced,1,45888.0,1000.0,17325.0,15595.0,8,1,1,1,0,0,0,241,1,1,Other,1
CUST100483,Female,59,Ogun,Urban,Unemployed,Secondary,Divorced,3,25942.0,58144.0,120840.0,88414.0,6,1,1,0,1,1,0,11,1,1,GLO,0
CUST100484,Female,60,Kano,Urban,Unemployed,No formal,Single,1,139547.0,29942.0,59418.0,43181.0,9,1,1,0,0,0,0,202,1,1,Other,1
CUST100485,Female,58,Rivers,Urban,Salaried,Tertiary,Divorced,2,16953.0,37126.0,44355.0,26955.0,7,1,0,1,1,0,0,219,1,1,Other,1
CUST100486,Male,26,Ogun,Rural,Salaried,Secondary,Divorced,1,82089.0,41238.0,9602.0,3805.0,6,1,0,0,1,1,0,178,1,0,MTN,1
CUST100487,Male,41,Benue,Peri-urban,Student,No formal,Single,4,23226.0,65786.0,109192.0,107589.0,8,1,1,0,0,0,0,225,0,1,Other,0
CUST100488,Female,54,Kaduna,Urban,Student,Primary,Divorced,3,72946.0,88991.0,40759.0,45906.0,5,2,1,0,0,0,0,213,1,1,MTN,1
CUST100489,Female,66,Anambra,Urban,Student,Secondary,Married,1,198109.0,51960.0,27883.0,13834.0,8,1,1,1,0,0,0,358,1,1,Airtel,0
CUST100490,Male,58,Anambra,Urban,Student,Postgraduate,Divorced,2,44184.0,41495.0,76454.0,86630.0,9,3,1,0,1,1,0,267,1,1,MTN,0
CUST100491,Female,34,Anambra,Urban,Trader,No formal,Widowed,1,85394.0,23402.0,5309.0,2703.0,10,1,1,0,0,0,0,18,1,1,9mobile,0
CUST100492,Male,41,Bayelsa,Urban,Trader,Tertiary,Divorced,4,31332.0,7418.0,4490.0,3489.0,7,3,0,0,1,0,0,350,0,0,MTN,1
CUST100493,Male,38,Anambra,Urban,Salaried,Tertiary,Widowed,0,63263.0,159197.0,24884.0,15161.0,9,1,1,0,0,0,0,314,1,1,Airtel,0
CUST100494,Male,68,Enugu,Urban,Self-employed,Postgraduate,Widowed,5,17225.0,30980.0,1752.0,706.0,6,1,1,1,0,0,0,268,1,1,Other,0
CUST100495,Male,56,Anambra,Peri-urban,Unemployed,Postgraduate,Divorced,2,132349.0,41760.0,32718.0,11371.0,6,1,1,1,0,0,1,274,0,1,9mobile,0
CUST100496,Female,58,Delta,Urban,Business Owner,Tertiary,Single,3,48162.0,69530.0,8262.0,5195.0,11,1,1,0,0,1,0,163,1,0,MTN,0
CUST100497,Male,56,Benue,Urban,Self-employed,No formal,Married,3,58006.0,3543.0,3802.0,1303.0,9,2,1,0,0,0,1,213,1,1,GLO,0
CUST100498,Female,30,Anambra,Peri-urban,Farmer,Secondary,Married,1,74498.0,96555.0,15803.0,6223.0,6,2,1,1,0,0,0,221,1,1,Other,0
CUST100499,Female,28,Imo,Urban,Trader,Postgraduate,Divorced,2,11922.0,79734.0,18818.0,8055.0,7,3,1,0,0,0,0,268,1,1,9mobile,0
CUST100500,Female,63,Benue,Urban,Student,Postgraduate,Single,0,37543.0,74456.0,5607.0,1692.0,11,1,1,1,0,1,0,83,1,1,9mobile,0
CUST100501,Male,36,Anambra,Urban,Student,Postgraduate,Single,1,79060.0,1111.0,1273.0,557.0,6,1,1,0,1,0,0,230,1,1,MTN,0
CUST100502,Male,28,Bayelsa,Urban,Farmer,Primary,Married,0,60617.0,37382.0,16036.0,13142.0,10,4,1,0,0,1,0,43,0,1,Other,0
CUST100503,Female,30,Katsina,Peri-urban,Self-employed,No formal,Single,4,496760.0,2790.0,42754.0,44360.0,11,2,0,0,0,0,0,75,0,1,Other,1
CUST100504,Female,63,Enugu,Urban,Student,No formal,Divorced,4,217314.0,40022.0,62192.0,29484.0,8,1,1,0,1,0,0,364,1,1,GLO,0
CUST100505,Male,62,Bayelsa,Urban,Self-employed,No formal,Divorced,3,79371.0,63372.0,3079.0,1148.0,6,4,1,0,0,0,0,336,1,1,GLO,0
CUST100506,Female,18,Lagos,Urban,Unemployed,No formal,Single,1,27889.0,6497.0,22313.0,21344.0,11,4,1,1,0,0,0,160,1,1,9mobile,0
CUST100507,Female,57,Kano,Urban,Farmer,No formal,Divorced,4,44838.0,59353.0,9171.0,2819.0,5,1,1,0,0,0,0,235,1,1,9mobile,0
CUST100508,Female,61,Imo,Rural,Business Owner,Tertiary,Widowed,1,126573.0,29849.0,14083.0,13530.0,7,1,1,0,0,0,0,307,1,0,Airtel,0
CUST100509,Female,36,Imo,Peri-urban,Self-employed,Postgraduate,Married,5,74997.0,83447.0,81290.0,33980.0,13,1,0,0,0,1,0,358,1,1,9mobile,0
CUST100510,Female,29,Kano,Urban,Unemployed,Tertiary,Divorced,0,220741.0,38134.0,13019.0,6581.0,11,2,1,0,0,0,0,116,1,1,GLO,0
CUST100511,Male,25,Ogun,Urban,Self-employed,Primary,Single,3,74465.0,20483.0,13640.0,5566.0,11,2,1,0,0,0,0,89,1,1,MTN,0
CUST100512,Female,25,Katsina,Urban,Self-employed,Secondary,Married,0,77692.0,20173.0,7049.0,3684.0,7,2,0,1,0,0,0,338,1,1,Airtel,1
CUST100513,Female,62,Oyo,Rural,Student,Postgraduate,Divorced,4,301957.0,113888.0,96580.0,98353.0,5,2,0,0,0,0,0,268,1,1,9mobile,0
CUST100514,Male,29,Kano,Urban,Salaried,Primary,Married,1,26091.0,30154.0,18291.0,7669.0,5,1,1,1,0,0,0,253,1,1,GLO,1
CUST100515,Male,65,FCT Abuja,Urban,Trader,Tertiary,Single,2,333275.0,26023.0,25346.0,30282.0,7,1,1,0,0,0,0,137,1,1,Airtel,0
CUST100516,Male,50,Oyo,Urban,Self-employed,Secondary,Widowed,2,139933.0,2035.0,18108.0,10763.0,6,3,1,0,0,0,0,94,1,1,MTN,0
CUST100517,Female,62,Anambra,Urban,Self-employed,Primary,Widowed,2,1000000.0,22653.0,8747.0,9882.0,9,3,1,0,0,0,0,154,1,0,MTN,0
CUST100518,Female,43,Anambra,Urban,Self-employed,Secondary,Divorced,1,37233.0,94732.0,49887.0,23498.0,9,1,1,1,0,1,0,194,1,0,GLO,1
CUST100519,Male,56,Enugu,Urban,Salaried,Primary,Widowed,2,303372.0,71562.0,867.0,407.0,4,1,0,0,0,0,0,324,1,0,Other,0
CUST100520,Female,45,Oyo,Urban,Unemployed,Tertiary,Divorced,3,78963.0,12482.0,35159.0,28437.0,8,1,0,1,1,0,0,4,1,1,GLO,0
CUST100521,Male,22,FCT Abuja,Urban,Business Owner,Secondary,Married,1,59232.0,26641.0,27062.0,9351.0,6,1,1,0,0,1,0,70,1,1,GLO,0
CUST100522,Female,25,Enugu,Urban,Business Owner,Primary,Divorced,2,92103.0,10944.0,4674.0,4772.0,9,1,1,1,1,0,0,103,0,1,GLO,0
CUST100523,Female,42,Delta,Rural,Farmer,Tertiary,Divorced,4,78350.0,154192.0,5442.0,3786.0,6,1,1,0,0,0,0,55,1,1,Other,0
CUST100524,Female,44,Bayelsa,Urban,Student,Postgraduate,Divorced,2,34725.0,45580.0,32296.0,30012.0,8,1,0,0,1,0,0,306,1,1,9mobile,0
CUST100525,Male,63,Benue,Urban,Salaried,Tertiary,Widowed,1,62179.0,70193.0,11225.0,5132.0,7,2,0,0,1,0,0,311,1,0,9mobile,1
CUST100526,Male,40,Benue,Peri-urban,Unemployed,Tertiary,Divorced,0,92286.0,62555.0,9267.0,8138.0,17,3,1,0,0,0,0,169,1,1,MTN,0
CUST100527,Male,47,Ogun,Urban,Self-employed,Postgraduate,Single,2,47744.0,103451.0,1829.0,1527.0,5,3,1,0,0,0,0,140,0,1,9mobile,1
CUST100528,Male,62,Oyo,Peri-urban,Unemployed,Tertiary,Divorced,2,113851.0,149119.0,43635.0,42766.0,5,2,1,0,0,0,0,33,1,1,GLO,0
CUST100529,Female,64,Katsina,Peri-urban,Salaried,Postgraduate,Married,2,53637.0,1649.0,64283.0,36491.0,7,2,1,0,0,0,0,355,1,1,9mobile,0
CUST100530,Female,40,Anambra,Urban,Salaried,Postgraduate,Single,2,105742.0,185050.0,51418.0,58609.0,14,1,1,0,0,1,0,52,0,1,Other,1
CUST100531,Female,66,Benue,Rural,Salaried,Postgraduate,Married,0,94864.0,102220.0,18823.0,21932.0,10,1,1,0,0,0,0,2,1,1,9mobile,0
CUST100532,Female,64,Anambra,Urban,Farmer,Primary,Married,3,105077.0,24140.0,22904.0,24766.0,11,2,1,1,0,1,0,329,1,1,GLO,0
CUST100533,Male,37,Rivers,Urban,Trader,Secondary,Married,1,20794.0,90721.0,8323.0,6782.0,12,1,0,0,0,1,0,249,1,1,9mobile,0
CUST100534,Female,35,Bayelsa,Urban,Student,Primary,Single,3,187892.0,66696.0,5693.0,3861.0,16,1,0,1,0,0,0,106,1,1,MTN,0
CUST100535,Female,35,Bayelsa,Urban,Farmer,Postgraduate,Single,5,32107.0,78779.0,51948.0,18296.0,6,1,1,1,1,0,0,98,1,0,9mobile,0
CUST100536,Female,19,Benue,Peri-urban,Farmer,Secondary,Widowed,4,59218.0,12467.0,48036.0,55362.0,7,1,1,0,0,0,0,292,1,0,MTN,0
CUST100537,Male,21,Enugu,Peri-urban,Trader,Secondary,Single,2,39144.0,52286.0,45066.0,52123.0,5,3,0,0,1,0,0,179,1,1,Airtel,0
CUST100538,Male,47,Lagos,Peri-urban,Farmer,Postgraduate,Divorced,2,74642.0,1313.0,18673.0,5916.0,8,3,0,0,0,0,0,133,1,0,Other,1
CUST100539,Male,50,Lagos,Rural,Salaried,Secondary,Married,5,63338.0,94269.0,59965.0,37250.0,11,1,0,0,0,0,0,148,1,1,MTN,0
CUST100540,Female,53,Enugu,Peri-urban,Salaried,Secondary,Widowed,0,125784.0,150841.0,78205.0,85402.0,3,1,1,0,0,0,0,300,1,1,Airtel,1
CUST100541,Female,35,Katsina,Peri-urban,Unemployed,Primary,Single,2,72820.0,54254.0,11940.0,4451.0,9,1,1,1,0,0,0,132,1,1,Airtel,0
CUST100542,Male,54,Kaduna,Urban,Self-employed,Secondary,Married,4,49204.0,35941.0,7635.0,3641.0,7,3,1,1,0,1,1,258,1,1,GLO,0
CUST100543,Female,36,Enugu,Urban,Farmer,Postgraduate,Single,6,13885.0,64682.0,18723.0,22108.0,10,1,1,1,0,0,0,275,1,0,Airtel,0
CUST100544,Female,64,Katsina,Urban,Self-employed,No formal,Widowed,0,155149.0,19753.0,5929.0,6300.0,11,1,0,0,0,0,0,203,0,0,Other,0
CUST100545,Male,45,Ogun,Peri-urban,Student,No formal,Single,2,111528.0,49227.0,64626.0,72437.0,10,1,1,1,0,0,0,60,1,0,Other,0
CUST100546,Male,57,Anambra,Urban,Business Owner,No formal,Single,1,160952.0,63465.0,12374.0,5295.0,11,1,1,0,0,0,0,159,1,0,Other,0
CUST100547,Female,37,FCT Abuja,Urban,Salaried,Postgraduate,Married,1,59243.0,7697.0,25753.0,12624.0,5,2,1,1,0,0,0,146,1,0,Other,0
CUST100548,Male,66,Kaduna,Urban,Unemployed,No formal,Divorced,3,96519.0,7545.0,27095.0,22892.0,8,1,0,0,0,1,0,142,1,1,GLO,0
CUST100549,Female,50,Oyo,Urban,Student,Primary,Single,3,38879.0,62963.0,21707.0,16314.0,11,2,1,0,1,0,0,329,0,0,9mobile,1
CUST100550,Male,29,Imo,Urban,Unemployed,Postgraduate,Widowed,4,35808.0,28263.0,5107.0,2904.0,10,2,1,0,0,0,0,312,1,1,MTN,0
CUST100551,Female,68,Kaduna,Urban,Business Owner,Postgraduate,Single,2,54231.0,110002.0,141318.0,154808.0,7,1,1,0,1,0,0,153,1,1,GLO,1
CUST100552,Male,32,FCT Abuja,Peri-urban,Business Owner,Postgraduate,Single,4,160472.0,18694.0,5684.0,6316.0,15,2,1,0,0,1,0,325,1,0,GLO,0
CUST100553,Female,58,Rivers,Urban,Trader,Secondary,Divorced,4,54664.0,2168.0,41770.0,23496.0,4,3,1,1,0,1,0,110,1,1,MTN,0
CUST100554,Female,56,Bayelsa,Peri-urban,Salaried,Secondary,Married,4,66674.0,52473.0,47015.0,20695.0,8,2,0,0,0,1,0,89,1,1,MTN,1
CUST100555,Male,19,Anambra,Urban,Student,Secondary,Widowed,3,87069.0,57639.0,4705.0,2043.0,8,2,0,0,0,1,1,48,1,1,9mobile,1
CUST100556,Male,46,Lagos,Urban,Trader,Tertiary,Married,3,71615.0,40326.0,81165.0,59736.0,7,2,0,0,0,0,0,130,1,0,9mobile,1
CUST100557,Male,58,Katsina,Urban,Business Owner,Primary,Married,3,174408.0,57495.0,20069.0,8421.0,8,1,0,0,0,1,0,210,0,0,Other,1
CUST100558,Female,27,Enugu,Urban,Student,Postgraduate,Married,1,35703.0,37091.0,29737.0,21589.0,10,4,0,0,0,0,0,227,1,1,9mobile,0
CUST100559,Female,19,Enugu,Urban,Unemployed,Postgraduate,Single,1,76574.0,58986.0,30832.0,22068.0,4,1,1,1,0,0,0,252,1,1,9mobile,0
CUST100560,Female,68,Imo,Urban,Trader,Secondary,Divorced,3,107265.0,2247.0,21093.0,23112.0,7,1,1,0,0,0,0,93,1,1,MTN,0
CUST100561,Male,28,Lagos,Urban,Trader,Postgraduate,Single,6,15966.0,22975.0,4595.0,2603.0,12,1,1,1,1,0,0,164,1,1,Airtel,1
CUST100562,Male,30,Kaduna,Urban,Salaried,Postgraduate,Widowed,0,88938.0,11838.0,41800.0,33632.0,11,1,1,0,0,1,2,108,1,1,Other,0
CUST100563,Male,27,Anambra,Urban,Self-employed,No formal,Divorced,2,234233.0,5231.0,26153.0,25346.0,8,1,0,1,0,0,0,59,1,1,Other,0
CUST100564,Male,31,Kano,Peri-urban,Unemployed,Postgraduate,Married,2,51063.0,13335.0,3790.0,3170.0,12,1,1,0,0,1,0,97,1,0,GLO,0
CUST100565,Female,35,Katsina,Peri-urban,Unemployed,Tertiary,Divorced,0,26363.0,10617.0,36151.0,41887.0,5,3,1,1,0,1,0,186,1,1,9mobile,0
CUST100566,Male,68,Delta,Urban,Trader,Secondary,Widowed,7,106572.0,180840.0,36397.0,30648.0,5,3,1,0,0,1,0,235,0,1,9mobile,1
CUST100567,Male,26,Ogun,Rural,Trader,Primary,Single,3,82272.0,16882.0,23854.0,26518.0,8,1,0,0,1,0,0,80,1,1,MTN,0
CUST100568,Female,56,FCT Abuja,Urban,Salaried,Primary,Single,4,275530.0,13131.0,2847.0,1482.0,4,1,0,0,0,0,0,41,1,0,9mobile,0
CUST100569,Male,45,Imo,Peri-urban,Self-employed,No formal,Married,6,103793.0,90052.0,13046.0,10498.0,10,1,1,0,0,1,0,150,0,1,GLO,1
CUST100570,Male,20,Kaduna,Peri-urban,Unemployed,Primary,Single,2,29943.0,27160.0,1568.0,1237.0,12,2,1,1,0,0,0,72,1,1,MTN,0
CUST100571,Female,37,Bayelsa,Peri-urban,Business Owner,Primary,Single,1,28750.0,27363.0,19479.0,23190.0,10,1,1,0,0,1,0,26,1,1,Other,0
CUST100572,Male,23,Bayelsa,Urban,Farmer,Secondary,Widowed,2,151765.0,29313.0,71077.0,34405.0,13,1,1,0,0,1,0,80,1,1,9mobile,0
CUST100573,Female,44,Oyo,Urban,Farmer,Secondary,Divorced,0,96517.0,26938.0,68.0,29.0,10,4,1,0,0,0,0,232,1,0,9mobile,1
CUST100574,Female,19,Rivers,Urban,Self-employed,Tertiary,Single,1,66427.0,19768.0,9304.0,7913.0,6,2,0,1,0,0,0,173,1,1,GLO,0
CUST100575,Female,46,Bayelsa,Urban,Student,No formal,Widowed,1,81748.0,16867.0,48262.0,24195.0,6,1,1,0,0,0,0,272,1,1,GLO,0
CUST100576,Male,55,Enugu,Urban,Salaried,Primary,Widowed,5,104192.0,106836.0,297.0,260.0,8,2,1,0,0,1,0,112,1,1,MTN,0
CUST100577,Female,20,Kaduna,Urban,Self-employed,Tertiary,Married,2,97908.0,8819.0,307.0,361.0,4,2,1,0,0,0,0,249,1,1,Other,1
CUST100578,Male,33,Rivers,Urban,Farmer,No formal,Widowed,2,18058.0,9987.0,28311.0,32610.0,13,1,1,1,0,0,0,250,1,1,GLO,0
CUST100579,Male,47,FCT Abuja,Urban,Trader,Primary,Married,4,209249.0,42399.0,46705.0,23726.0,8,1,1,0,0,0,0,14,1,1,GLO,0
CUST100580,Male,57,Enugu,Peri-urban,Farmer,Primary,Single,1,222237.0,21054.0,44951.0,20399.0,5,1,0,0,0,0,0,168,1,0,Other,0
CUST100581,Female,19,Enugu,Rural,Trader,Secondary,Married,4,356955.0,27368.0,45366.0,36504.0,6,2,1,1,1,0,0,72,1,1,Airtel,0
CUST100582,Male,34,Kano,Rural,Salaried,Postgraduate,Widowed,0,293489.0,82136.0,13436.0,11126.0,8,1,1,0,0,0,0,269,1,1,MTN,1
CUST100583,Male,58,Delta,Urban,Trader,No formal,Divorced,5,251838.0,116979.0,64297.0,57612.0,6,1,1,0,0,0,0,263,1,1,Airtel,0
CUST100584,Female,29,Kaduna,Peri-urban,Self-employed,Primary,Divorced,0,54090.0,78164.0,388.0,375.0,15,2,1,1,0,0,0,331,0,1,Other,0
CUST100585,Male,52,Benue,Rural,Trader,No formal,Single,0,91811.0,13389.0,11227.0,9440.0,11,1,1,0,0,0,0,66,1,1,9mobile,0
CUST100586,Male,60,Anambra,Urban,Student,Tertiary,Single,2,200095.0,195529.0,12338.0,4942.0,9,3,1,0,0,1,1,258,1,0,MTN,0
CUST100587,Male,18,Imo,Urban,Self-employed,Tertiary,Divorced,2,13844.0,22563.0,5430.0,5491.0,12,2,1,0,0,1,0,131,0,1,Other,1
CUST100588,Male,62,Imo,Rural,Salaried,Postgraduate,Married,0,57494.0,9260.0,12294.0,4568.0,6,3,1,0,0,1,0,123,1,1,Other,0
CUST100589,Male,32,Lagos,Urban,Self-employed,Primary,Single,2,15084.0,34607.0,26448.0,8410.0,12,1,0,0,0,0,0,223,0,1,MTN,0
CUST100590,Male,43,Lagos,Urban,Student,Secondary,Widowed,5,90085.0,64601.0,22037.0,21876.0,6,2,1,0,0,0,0,173,1,1,Airtel,0
CUST100591,Female,54,Ogun,Urban,Salaried,Primary,Single,2,218705.0,4347.0,11545.0,9161.0,8,1,0,0,1,0,0,269,0,1,9mobile,0
CUST100592,Male,38,Oyo,Urban,Farmer,No formal,Married,4,71194.0,50295.0,41508.0,38550.0,7,1,1,0,0,1,0,140,1,0,Airtel,0
CUST100593,Male,66,Rivers,Peri-urban,Student,Tertiary,Single,1,41938.0,97624.0,37636.0,24255.0,5,2,1,0,0,0,0,135,1,1,GLO,0
CUST100594,Female,48,Imo,Peri-urban,Salaried,No formal,Widowed,2,90319.0,15176.0,9884.0,3064.0,15,2,1,1,0,0,0,229,1,1,Airtel,0
CUST100595,Male,42,Kaduna,Urban,Business Owner,Postgraduate,Widowed,0,101465.0,59065.0,11713.0,7003.0,3,1,1,0,1,1,0,101,1,1,GLO,1
CUST100596,Female,40,Bayelsa,Urban,Trader,Tertiary,Widowed,1,108110.0,25534.0,10170.0,8617.0,7,1,1,0,0,0,1,301,1,1,MTN,0
CUST100597,Male,41,Katsina,Urban,Self-employed,Secondary,Married,1,23454.0,26733.0,4138.0,2082.0,5,1,1,0,0,0,0,286,1,1,GLO,0
CUST100598,Male,55,Benue,Urban,Salaried,Tertiary,Married,0,87150.0,16482.0,41924.0,38529.0,5,1,0,0,1,0,0,90,1,1,Other,0
CUST100599,Male,45,Oyo,Urban,Self-employed,Primary,Widowed,0,82620.0,48961.0,1421.0,1442.0,7,3,1,1,0,0,0,208,1,1,GLO,0
CUST100600,Male,38,Kano,Rural,Trader,Primary,Widowed,3,164344.0,22392.0,4896.0,3470.0,4,1,1,0,0,1,0,34,1,1,Other,0
CUST100601,Male,60,Bayelsa,Urban,Salaried,Tertiary,Married,2,65395.0,88864.0,3338.0,3632.0,11,1,1,0,1,1,0,61,1,0,Other,0
CUST100602,Male,35,Enugu,Urban,Farmer,Postgraduate,Married,1,413764.0,164714.0,52347.0,55976.0,6,3,1,0,0,1,0,151,1,1,Airtel,0
CUST100603,Male,53,Anambra,Peri-urban,Business Owner,Primary,Married,4,75384.0,136736.0,1350.0,1472.0,4,1,0,1,0,0,0,64,0,1,9mobile,0
CUST100604,Male,52,Kaduna,Urban,Business Owner,Primary,Divorced,2,45523.0,8904.0,32775.0,29331.0,9,1,1,0,1,0,1,220,0,1,Airtel,1
CUST100605,Male,62,Imo,Peri-urban,Student,Secondary,Married,4,28380.0,715.0,1365.0,784.0,6,2,1,0,0,0,1,345,1,1,Airtel,1
CUST100606,Male,26,Delta,Peri-urban,Salaried,Tertiary,Widowed,1,44081.0,28854.0,46316.0,33955.0,3,1,1,1,0,1,0,299,1,0,Other,0
CUST100607,Male,55,Oyo,Peri-urban,Trader,Primary,Divorced,3,34104.0,65260.0,73157.0,68728.0,7,1,1,0,0,0,0,354,1,1,9mobile,0
CUST100608,Male,47,Oyo,Urban,Salaried,Postgraduate,Married,0,60830.0,189613.0,20015.0,9797.0,6,2,0,0,0,1,0,50,1,1,Other,0
CUST100609,Female,61,Anambra,Urban,Self-employed,No formal,Widowed,2,319433.0,76490.0,48972.0,47256.0,3,1,0,0,0,0,0,107,0,1,9mobile,0
CUST100610,Male,51,Bayelsa,Urban,Unemployed,Tertiary,Single,3,18824.0,43440.0,36767.0,29167.0,9,2,1,1,0,0,0,343,1,0,GLO,1
CUST100611,Female,49,Ogun,Urban,Salaried,Secondary,Divorced,0,20052.0,1335.0,47635.0,18407.0,10,4,0,0,0,1,0,173,1,1,Other,1
